gutenberg_id	updated	repo_name	repo_owner	datebuilt	version	ebooks_in_release_count	last_build_id	last_build_state	buildable	has_metadata	has_source	metadata_written
1601	2016-08-15T13:59:41.684009-04:00	The-Breaking-Point_1601	GITenberg	2016-08-09T14:11:40.681043-07:00	0.1.0	3	151050208	passed	True	True	True	2016-08-04T10:14:35.550792-07:00
1602	2016-08-15T13:59:43.085617-04:00	Dawn-O-Hara--The-Girl-Who-Laughed_1602	GITenberg	2016-08-09T14:11:49.898264-07:00	0.1.0	3	151050290	passed	True	True	True	2016-08-04T10:14:43.517907-07:00
1603	2016-08-15T13:59:44.457695-04:00	The-Blue-Flower_1603	GITenberg	2016-08-09T14:11:57.307869-07:00	0.1.0	3	151050300	passed	True	True	True	2016-08-04T10:14:46.020151-07:00
1604	2016-08-15T13:59:45.809086-04:00	The-Ebb-Tide--A-Trio-And-Quartette_1604	GITenberg	2016-08-09T14:12:07.822665-07:00	0.1.0	3	151050329	passed	True	True	True	2016-08-04T10:14:50.739545-07:00
1605	2016-08-15T13:59:47.158010-04:00	The-Crock-of-Gold_1605	GITenberg	2016-08-09T14:12:21.993407-07:00	0.1.0	3	151050406	passed	True	True	True	2016-08-04T10:14:54.471114-07:00
1606	2016-08-15T13:59:48.635752-04:00	Kenilworth_1606	GITenberg	2016-08-09T14:12:29.991500-07:00	0.1.0	3	151050441	passed	True	True	True	2016-08-04T10:14:58.981350-07:00
1607	2016-08-15T13:59:50.145958-04:00	A-Journey-in-Other-Worlds--A-Romance-of-the-Future_1607	GITenberg	2016-08-09T14:12:36.485419-07:00	0.1.0	3	151050489	passed	True	True	True	2016-08-04T10:15:03.885907-07:00
1608	2016-08-15T13:59:51.952708-04:00	Camille--La-Dame-aux-Camilias-_1608	GITenberg	2016-08-09T14:12:43.061226-07:00	0.1.0	3	151050566	passed	True	True	True	2016-08-04T10:15:07.529228-07:00
1609	2016-08-15T13:59:53.388872-04:00	The-Bible-Douay-Rheims-Old-Testament---Part-1_1609	GITenberg	2016-08-09T14:12:51.497596-07:00	0.1.0	3	151050628	passed	True	True	True	2016-08-04T10:15:10.440171-07:00
1610	2016-08-15T13:59:54.722148-04:00	The-Bible-Douay-Rheims-Old-Testament---Part-2_1610	GITenberg	2016-08-09T14:12:57.430216-07:00	0.1.0	3	151050662	passed	True	True	True	2016-08-04T10:15:12.966460-07:00
1611	2016-08-15T13:59:56.076485-04:00	Seventeen--13-A-Tale-of-Youth-and-Summer-Time-and-the-Baxter-Family-Especially-William_1611	GITenberg	2016-08-09T14:13:05.237336-07:00	0.1.0	3	151050703	passed	True	True	True	2016-08-04T10:15:17.314034-07:00
1612	2016-08-15T13:59:57.536366-04:00	Poems-By-a-Little-Girl_1612	GITenberg	2016-08-09T14:13:17.810332-07:00	0.1.0	3	151050823	passed	True	True	True	2016-08-04T10:15:19.928633-07:00
1613	2016-08-15T13:59:58.791389-04:00	Count-Bunker--13-Being-a-Bald-Yet-Veracious-Chronicle-Containing-Some-Further-Particulars-of-T__1613	GITenberg	2016-08-09T14:13:25.204769-07:00	0.1.0	0	151050911	failed	True	True	True	2016-08-04T10:15:22.625649-07:00
1614	2016-08-15T14:00:00.965045-04:00	The-Golden-Fleece--A-Romance_1614	GITenberg	2016-08-09T14:13:31.282517-07:00	0.1.0	3	151050930	passed	True	True	True	2016-08-04T10:15:25.348834-07:00
1615	2016-08-15T14:00:04.902576-04:00	Old-English-Libraries-The-Making-Collection-and-Use-of-Books-During-the-Middle-Ages_1615	GITenberg	2016-08-09T14:13:37.361623-07:00	0.1.0	3	151051003	passed	True	True	True	2016-08-04T10:15:26.494399-07:00
1616	2016-08-15T14:00:07.210475-04:00	Cratylus_1616	GITenberg	2016-08-09T14:13:44.263392-07:00	0.1.0	3	151051071	passed	True	True	True	2016-08-04T10:15:29.312103-07:00
1617	2016-08-15T14:00:09.367775-04:00	The-Wind-in-the-Rose-Bush-and-Other-Stories-of-the-Supernatural_1617	GITenberg	2016-08-09T14:13:52.418634-07:00	0.1.0	3	151051085	passed	True	True	True	2016-08-04T10:15:31.938100-07:00
1618	2016-08-15T14:00:11.211348-04:00	In-the-Shadow-of-the-Glen_1618	GITenberg	2016-08-09T14:14:00.163545-07:00	0.1.0	3	151051236	passed	True	True	True	2016-08-04T10:15:34.503358-07:00
1619	2016-08-15T14:00:13.279126-04:00	La-Celestina_1619	GITenberg	2016-08-09T14:14:06.970692-07:00	0.1.0	3	151051194	passed	True	True	True	2016-08-04T10:15:35.644502-07:00
1620	2016-08-15T14:00:15.228191-04:00	The-Lion-and-the-Unicorn_1620	GITenberg	2016-08-09T14:14:13.540172-07:00	0.1.0	3	151051237	passed	True	True	True	2016-08-04T10:15:38.221447-07:00
1621	2016-08-15T14:00:16.949846-04:00	Miss-or-Mrs.-_1621	GITenberg	2016-08-09T14:14:23.046900-07:00	0.1.0	3	151051279	passed	True	True	True	2016-08-04T10:15:40.864528-07:00
1622	2016-08-15T14:00:19.036837-04:00	The-Law-and-the-Lady_1622	GITenberg	2016-08-09T14:14:30.488841-07:00	0.1.0	3	151051343	passed	True	True	True	2016-08-04T10:15:45.425940-07:00
1623	2016-08-15T14:00:20.664723-04:00	The-New-Magdalen_1623	GITenberg	2016-08-09T14:14:36.496028-07:00	0.1.0	3	151051370	passed	True	True	True	2016-08-04T10:15:47.947297-07:00
1624	2016-08-15T14:00:22.400665-04:00	The-Two-Destinies_1624	GITenberg	2016-08-09T14:14:43.506941-07:00	0.1.0	3	151051413	passed	True	True	True	2016-08-04T10:15:50.689353-07:00
1625	2016-08-15T14:00:23.826334-04:00	The-Frozen-Deep_1625	GITenberg	2016-08-09T14:14:50.495221-07:00	0.1.0	3	151051450	passed	True	True	True	2016-08-04T10:15:54.287843-07:00
1626	2016-08-15T14:00:25.363005-04:00	After-Dark_1626	GITenberg	2016-08-09T16:14:25.157952-07:00	0.1.0	3	151077120	passed	True	True	True	2016-08-04T10:15:58.326779-07:00
1627	2016-08-15T14:00:26.792540-04:00	The-Evil-Genius--A-Domestic-Story_1627	GITenberg	2016-08-09T16:14:32.429725-07:00	0.1.0	3	151077171	passed	True	True	True	2016-08-04T10:16:01.645547-07:00
1628	2016-08-15T14:00:28.173180-04:00	My-Lady-s-Money_1628	GITenberg	2016-08-09T16:14:38.752529-07:00	0.1.0	3	151077182	passed	True	True	True	2016-08-04T10:16:04.449648-07:00
1629	2016-08-15T14:00:29.459950-04:00	-I-Say-No-_1629	GITenberg	2016-08-09T16:14:45.871478-07:00	0.1.0	0	151077203	failed	True	True	True	2016-08-04T10:16:07.342434-07:00
1630	2016-08-15T14:00:31.313727-04:00	Little-Novels_1630	GITenberg	2016-08-09T16:14:52.251135-07:00	0.1.0	3	151077220	passed	True	True	True	2016-08-04T10:16:10.220895-07:00
1631	2016-08-15T14:00:32.934167-04:00	A-Monk-of-Fife--13-Being-the-Chronicle-Written-by-Norman-Leslie-of-Pitcullo-Concerning-Marvell__1631	GITenberg	2016-08-09T16:14:59.023131-07:00	0.1.0	3	151077247	passed	True	True	True	2016-08-04T10:16:12.860854-07:00
1632	2016-08-15T14:00:34.404957-04:00	A-Book-of-Scoundrels_1632	GITenberg	2016-08-09T16:15:07.097072-07:00	0.1.0	3	151077281	passed	True	True	True	2016-08-04T10:16:15.501412-07:00
1633	2016-08-15T14:00:36.668104-04:00	The-Brick-Moon-and-Other-Stories_1633	GITenberg	2016-08-09T16:15:20.131444-07:00	0.1.0	3	151077332	passed	True	True	True	2016-08-04T10:16:16.851066-07:00
1634	2016-08-15T14:00:38.097869-04:00	The-Foolish-Virgin_1634	GITenberg	2016-08-09T16:15:30.014136-07:00	0.1.0	3	151077365	passed	True	True	True	2016-08-04T10:16:19.698120-07:00
1635	2016-08-15T14:00:39.429309-04:00	Ion_1635	GITenberg	2016-08-09T16:15:37.224526-07:00	0.1.0	3	151077382	passed	True	True	True	2016-08-04T10:16:22.434794-07:00
1636	2016-08-15T14:00:40.970562-04:00	Phaedrus_1636	GITenberg	2016-08-09T16:15:43.858040-07:00	0.1.0	3	151077402	passed	True	True	True	2016-08-04T10:16:25.896743-07:00
1637	2016-08-15T14:00:42.452143-04:00	Sanitary-and-Social-Lectures-and-Essays_1637	GITenberg	2016-08-09T16:15:50.153738-07:00	0.1.0	3	151077417	passed	True	True	True	2016-08-04T10:16:28.460178-07:00
1638	2016-08-15T14:00:44.105651-04:00	The-New-Revelation_1638	GITenberg	2016-08-09T16:15:56.553819-07:00	0.1.0	3	151077426	passed	True	True	True	2016-08-04T10:16:31.279638-07:00
1639	2016-08-15T14:00:45.613784-04:00	Eve-and-David_1639	GITenberg	2016-08-09T16:16:04.459085-07:00	0.1.0	3	151077445	passed	True	True	True	2016-08-04T10:16:33.795531-07:00
1640	2016-08-15T14:00:47.451149-04:00	Lilith--A-Romance_1640	GITenberg	2016-08-09T16:16:13.109228-07:00	0.1.0	3	151077473	passed	True	True	True	2016-08-04T10:16:37.840248-07:00
1641	2016-08-15T14:00:48.811079-04:00	The-Lesser-Bourgeoisie_1641	GITenberg	2016-08-09T16:16:20.883909-07:00	0.1.0	3	151077526	passed	True	True	True	2016-08-04T10:16:40.426739-07:00
1642	2016-08-15T14:00:50.272184-04:00	Euthyphro_1642	GITenberg	2016-08-09T16:16:29.897670-07:00	0.1.0	3	151077548	passed	True	True	True	2016-08-04T10:16:42.910108-07:00
1643	2016-08-15T14:00:51.782946-04:00	Meno_1643	GITenberg	2016-08-09T16:16:38.710933-07:00	0.1.0	3	151077577	passed	True	True	True	2016-08-04T10:16:45.577012-07:00
1644	2016-08-15T14:00:53.275815-04:00	The-Adventures-of-Gerard_1644	GITenberg	2016-08-09T16:16:45.365265-07:00	0.1.0	3	151077609	passed	True	True	True	2016-08-04T10:16:54.895891-07:00
1645	2016-08-15T14:00:54.848960-04:00	Rhymes-a-la-Mode_1645	GITenberg	2016-08-09T16:16:52.151970-07:00	0.1.0	3	151077644	passed	True	True	True	2016-08-04T10:16:57.663844-07:00
1646	2016-08-15T14:00:56.327219-04:00	Roads-of-Destiny_1646	GITenberg	2016-08-09T16:16:58.500624-07:00	0.1.0	3	151077683	passed	True	True	True	2016-08-04T10:17:01.312970-07:00
1649	2016-08-15T14:00:57.632969-04:00	Ferragus-Chief-of-the-D-vorants_1649	GITenberg	2016-08-09T16:17:06.566489-07:00	0.1.0	3	151077703	passed	True	True	True	2016-08-04T10:17:04.460760-07:00
1650	2016-08-15T14:00:59.062217-04:00	The-Light-of-Egypt-Or-The-Science-of-the-Soul-and-the-Stars-Volume-2_1650	GITenberg	2016-08-09T16:17:12.623188-07:00	0.1.0	3	151077739	passed	True	True	True	2016-08-04T10:17:05.668793-07:00
1651	2016-08-15T14:01:01.274392-04:00	The-Mystery-of-Orcival_1651	GITenberg	2016-08-09T16:17:18.485228-07:00	0.1.0	3	151077750	passed	True	True	True	2016-08-04T10:17:08.235536-07:00
1652	2016-08-15T14:01:03.368689-04:00	The-Survivors-of-the-Chancellor--Diary-of-J.R.-Kazallon-Passenger_1652	GITenberg	2016-08-09T16:17:29.969418-07:00	0.1.0	3	151077787	passed	True	True	True	2016-08-04T10:17:10.831880-07:00
1653	2016-08-15T14:40:17.409529-04:00	The-Imitation-of-Christ_1653	GITenberg	2016-08-09T16:17:39.768658-07:00	0.1.0	3	151077851	passed	True	True	True	2016-08-04T10:17:12.001936-07:00
1654	2016-08-15T14:40:19.004903-04:00	An-Unsocial-Socialist_1654	GITenberg	2016-08-09T16:17:46.669646-07:00	0.1.0	3	151077889	passed	True	True	True	2016-08-04T10:17:14.508132-07:00
1655	2016-08-15T14:40:20.553285-04:00	The-God-of-His-Fathers--Tales-of-the-Klondyke_1655	GITenberg	2016-08-09T16:17:53.477771-07:00	0.1.0	3	151077900	passed	True	True	True	2016-08-04T10:17:17.077552-07:00
1656	2016-08-15T14:40:22.473486-04:00	Apology_1656	GITenberg	2016-08-09T16:18:00.185553-07:00	0.1.0	3	151077931	passed	True	True	True	2016-08-04T10:17:19.581492-07:00
1657	2016-08-15T14:40:24.021039-04:00	Crito_1657	GITenberg	2016-08-09T16:18:07.724905-07:00	0.1.0	3	151077949	passed	True	True	True	2016-08-04T10:17:20.829638-07:00
1658	2016-08-15T14:40:25.794179-04:00	Phaedo_1658	GITenberg	2016-08-09T16:18:14.180332-07:00	0.1.0	3	151077968	passed	True	True	True	2016-08-04T10:17:23.888928-07:00
1659	2016-08-15T14:40:27.294147-04:00	The-Girl-with-the-Golden-Eyes_1659	GITenberg	2016-08-09T16:18:20.238921-07:00	0.1.0	3	151077983	passed	True	True	True	2016-08-04T10:17:26.589398-07:00
1660	2016-08-15T14:40:28.840774-04:00	Scenes-from-a-Courtesan-s-Life_1660	GITenberg	2016-08-09T16:18:26.349658-07:00	0.1.0	3	151077994	passed	True	True	True	2016-08-04T10:17:29.272639-07:00
1661	2016-08-03T18:44:21.679225-07:00	The-Adventures-of-Sherlock-Holmes_1661	GITenberg	2016-07-27T21:40:17Z	0.2.1	3	147880347	passed	True	True	True	2016-08-03T18:44:21.679205-07:00
1662	2016-08-15T14:40:30.410580-04:00	The-1997-CIA-World-Factbook_1662	GITenberg	2016-08-09T16:18:37.394924-07:00	0.1.0	3	151078003	passed	True	True	True	2016-08-04T10:17:31.991053-07:00
1663	2016-08-15T14:40:31.909846-04:00	Webster-s-Seventh-of-March-Speech-and-the-Secession-Movement-1850_1663	GITenberg	2016-08-09T16:18:47.081607-07:00	0.1.0	3	151078039	passed	True	True	True	2016-08-04T10:17:40.005248-07:00
1664	2016-08-15T14:40:33.330305-04:00	Songs-for-Parents_1664	GITenberg	2016-08-09T16:18:53.103799-07:00	0.1.0	3	151078041	passed	True	True	True	2016-08-04T10:17:42.507105-07:00
1665	2016-08-15T14:40:34.731007-04:00	Derrick-Vaughan-Novelist_1665	GITenberg	2016-08-09T16:19:00.121364-07:00	0.1.0	3	151078049	passed	True	True	True	2016-08-04T10:17:44.977181-07:00
1666	2016-08-15T14:40:36.280380-04:00	The-Golden-Asse_1666	GITenberg	2016-08-09T16:19:06.759111-07:00	0.1.0	3	151078058	passed	True	True	True	2016-08-04T10:17:47.851400-07:00
1667	2016-08-15T14:40:37.728143-04:00	My-Aunt-Margaret-s-Mirror_1667	GITenberg	2016-08-09T16:19:14.310330-07:00	0.1.0	3	151078075	passed	True	True	True	2016-08-04T10:17:50.266637-07:00
1668	2016-08-15T14:40:39.413480-04:00	The-Tapestried-Chamber-and-Death-of-the-Laird-s-Jock_1668	GITenberg	2016-08-09T16:19:21.510199-07:00	0.1.0	3	151078091	passed	True	True	True	2016-08-04T10:17:53.290129-07:00
1669	2016-08-15T14:40:40.819490-04:00	The-Human-Drift_1669	GITenberg	2016-08-09T16:19:27.931883-07:00	0.1.0	3	151078134	passed	True	True	True	2016-08-04T10:18:04.915845-07:00
1670	2016-08-15T14:40:42.235122-04:00	Luther-s-Little-Instruction-Book--The-Small-Catechism-of-Martin-Luther_1670	GITenberg	2016-08-09T16:19:34.622958-07:00	0.1.0	3	151078155	passed	True	True	True	2016-08-04T10:18:08.811912-07:00
1671	2016-08-15T14:40:44.020226-04:00	When-a-Man-Marries_1671	GITenberg	2016-08-09T16:19:47.216463-07:00	0.1.0	3	151078182	passed	True	True	True	2016-08-04T10:18:11.546145-07:00
1672	2016-08-15T14:40:45.459347-04:00	Gorgias_1672	GITenberg	2016-08-09T16:19:57.908801-07:00	0.1.0	3	151078201	passed	True	True	True	2016-08-04T10:18:14.148391-07:00
1673	2016-08-15T14:40:46.784973-04:00	Lesser-Hippias_1673	GITenberg	2016-08-09T16:20:05.609090-07:00	0.1.0	3	151078218	passed	True	True	True	2016-08-04T10:18:17.009156-07:00
1674	2016-08-15T14:40:48.102131-04:00	The-Narrative-of-Sojourner-Truth_1674	GITenberg	2016-08-09T16:20:12.548441-07:00	0.1.0	3	151078243	passed	True	True	True	2016-08-04T10:18:18.148347-07:00
1675	2016-08-15T14:40:49.432182-04:00	New-Forces-in-Old-China-An-Inevitable-Awakening_1675	GITenberg	2016-08-09T16:20:18.881589-07:00	0.1.0	3	151078261	passed	True	True	True	2016-08-04T10:18:19.425410-07:00
1676	2016-08-15T14:40:50.850665-04:00	Alcibiades-I_1676	GITenberg	2016-08-09T16:20:25.917883-07:00	0.1.0	3	151078287	passed	True	True	True	2016-08-04T10:18:21.959144-07:00
1677	2016-08-15T14:40:52.711945-04:00	Alcibiades-II_1677	GITenberg	2016-08-09T16:20:32.946777-07:00	0.1.0	3	151078307	passed	True	True	True	2016-08-04T10:18:24.446712-07:00
1678	2016-08-15T14:40:54.099700-04:00	An-Historical-Mystery--The-Gondreville-Mystery-_1678	GITenberg	2016-08-09T16:20:39.385058-07:00	0.1.0	3	151078309	passed	True	True	True	2016-08-04T10:18:27.469458-07:00
1679	2016-08-15T14:40:55.613731-04:00	Hiram-the-Young-Farmer_1679	GITenberg	2016-08-09T16:20:46.299797-07:00	0.1.0	3	151078327	passed	True	True	True	2016-08-04T10:18:30.036722-07:00
1680	2016-08-15T14:40:57.088492-04:00	At-the-Sign-of-the-Cat-and-Racket_1680	GITenberg	2016-08-09T16:21:05.694482-07:00	0.1.0	3	151078348	passed	True	True	True	2016-08-04T10:18:32.540189-07:00
1681	2016-08-15T14:40:59.255906-04:00	Eryxias_1681	GITenberg	2016-08-09T16:21:14.353226-07:00	0.1.0	3	151078372	passed	True	True	True	2016-08-04T10:18:35.012832-07:00
1682	2016-08-15T14:41:02.262903-04:00	Menexenus_1682	GITenberg	2016-08-09T16:21:21.643161-07:00	0.1.0	3	151078387	passed	True	True	True	2016-08-04T10:18:37.604930-07:00
1683	2016-08-15T14:41:03.908491-04:00	Honorine_1683	GITenberg	2016-08-09T16:21:29.468989-07:00	0.1.0	3	151078400	passed	True	True	True	2016-08-04T10:18:40.040742-07:00
1684	2016-08-15T14:41:05.589453-04:00	The-Egoist--A-Comedy-in-Narrative_1684	GITenberg	2016-08-09T16:21:36.274271-07:00	0.1.0	3	151078416	passed	True	True	True	2016-08-04T10:18:45.729083-07:00
1685	2016-08-15T14:41:07.559704-04:00	The-Mystery-of-the-Yellow-Room_1685	GITenberg	2016-08-09T16:21:43.176051-07:00	0.1.0	3	151078437	passed	True	True	True	2016-08-04T10:18:49.673445-07:00
1686	2016-08-15T14:41:09.952901-04:00	The-Secret-of-the-Night_1686	GITenberg	2016-08-09T16:21:50.459872-07:00	0.1.0	3	151078469	passed	True	True	True	2016-08-04T10:18:52.208893-07:00
1687	2016-08-15T14:41:11.939256-04:00	Parmenides_1687	GITenberg	2016-08-09T16:21:59.130864-07:00	0.1.0	3	151078474	passed	True	True	True	2016-08-04T10:18:54.809495-07:00
1688	2016-08-15T14:41:13.495833-04:00	The-People-of-the-Abyss_1688	GITenberg	2016-08-09T16:22:13.167246-07:00	0.1.0	3	151078498	passed	True	True	True	2016-08-04T10:18:59.599478-07:00
1689	2016-08-15T14:41:14.994188-04:00	The-Pivot-of-Civilization_1689	GITenberg	2016-08-09T16:22:22.625277-07:00	0.1.0	3	151078517	passed	True	True	True	2016-08-04T10:19:02.457287-07:00
1690	2016-08-15T14:41:16.516362-04:00	Marie--An-Episode-in-the-Life-of-the-Late-Allan-Quatermain_1690	GITenberg	2016-08-09T16:22:30.228541-07:00	0.1.0	3	151078534	passed	True	True	True	2016-08-04T10:19:07.700668-07:00
1692	2016-08-15T14:41:17.992650-04:00	1492_1692	GITenberg	2016-08-09T16:22:41.494738-07:00	0.1.0	3	151078560	passed	True	True	True	2016-08-04T10:19:11.487599-07:00
1693	2016-08-15T14:41:19.553876-04:00	Dangerous-Days_1693	GITenberg	2016-08-09T16:22:49.788812-07:00	0.1.0	3	151078613	passed	True	True	True	2016-08-04T10:19:14.093501-07:00
1694	2016-08-15T14:41:21.049585-04:00	Our-Legal-Heritage-The-First-Thousand-Years-600-1600-King-Aethelbert-Queen-Elizabeth_1694	GITenberg	2016-08-09T16:22:56.503432-07:00	0.1.0	3	151078646	passed	True	True	True	2016-08-04T10:19:15.243959-07:00
1695	2016-08-15T14:41:22.487985-04:00	The-Man-Who-Was-Thursday--A-Nightmare_1695	GITenberg	2016-08-09T16:23:04.898596-07:00	0.1.0	3	151078662	passed	True	True	True	2016-08-04T10:19:19.240728-07:00
1696	2016-08-15T14:41:23.959468-04:00	The-Club-of-Queer-Trades_1696	GITenberg	2016-08-09T16:23:14.131728-07:00	0.1.0	3	151078729	passed	True	True	True	2016-08-04T10:19:23.063551-07:00
1697	2016-08-15T14:41:25.329583-04:00	Madam-How-and-Lady-Why--Or-First-Lessons-in-Earth-Lore-for-Children_1697	GITenberg	2016-08-09T16:23:21.972448-07:00	0.1.0	3	151078741	passed	True	True	True	2016-08-04T10:19:25.558259-07:00
1698	2016-08-15T14:41:26.718806-04:00	The-Survivors-of-the-Chancellor_1698	GITenberg	2016-08-09T16:23:28.407503-07:00	0.1.0	3	151078747	passed	True	True	True	2016-08-04T10:19:30.007338-07:00
1699	2016-08-15T14:41:28.050230-04:00	The-Vanished-Messenger_1699	GITenberg	2016-08-09T16:23:35.332125-07:00	0.1.0	3	151078764	passed	True	True	True	2016-08-04T10:19:32.398084-07:00
1700	2016-08-15T14:41:29.367145-04:00	The-Life-of-Charlotte-Bront----Volume-2_1700	GITenberg	2016-08-09T16:23:41.708278-07:00	0.1.0	3	151078776	passed	True	True	True	2016-08-04T10:19:34.982410-07:00
1701	2016-08-15T14:41:30.761368-04:00	The-Story-of-Waitstill-Baxter_1701	GITenberg	2016-08-09T16:23:48.471450-07:00	0.1.0	3	151078812	passed	True	True	True	2016-08-04T10:19:37.493877-07:00
1702	2016-08-15T14:41:32.196614-04:00	Little-Masterpieces-of-Autobiography-Actors_1702	GITenberg	2016-08-09T16:23:54.402150-07:00	0.1.0	3	151078833	passed	True	True	True	2016-08-04T10:19:38.704279-07:00
1703	2016-08-15T14:41:33.610340-04:00	Dead-Men-Tell-No-Tales_1703	GITenberg	2016-08-09T16:24:02.294088-07:00	0.1.0	3	151078866	passed	True	True	True	2016-08-04T10:19:41.217460-07:00
1704	2016-08-15T14:41:34.979471-04:00	Pierrette_1704	GITenberg	2016-08-09T16:24:09.341133-07:00	0.1.0	3	151078870	passed	True	True	True	2016-08-04T10:19:43.643268-07:00
1705	2016-08-15T14:41:36.628613-04:00	A-History-of-Science---Volume-1_1705	GITenberg	2016-08-09T16:24:22.714077-07:00	0.1.0	3	151078906	passed	True	True	True	2016-08-04T10:19:46.125982-07:00
1706	2016-08-15T14:41:38.012430-04:00	A-History-of-Science---Volume-2_1706	GITenberg	2016-08-09T16:24:31.106183-07:00	0.1.0	3	151078927	passed	True	True	True	2016-08-04T10:19:48.571635-07:00
1707	2016-08-15T14:41:39.501176-04:00	A-History-of-Science---Volume-3_1707	GITenberg	2016-08-09T16:24:38.368075-07:00	0.1.0	3	151078935	passed	True	True	True	2016-08-04T10:19:51.101800-07:00
1708	2016-08-15T14:41:41.272209-04:00	A-History-of-Science---Volume-4_1708	GITenberg	2016-08-09T16:24:44.747112-07:00	0.1.0	3	151078944	passed	True	True	True	2016-08-04T10:19:53.560743-07:00
1709	2016-08-15T14:41:42.597287-04:00	New-Grub-Street_1709	GITenberg	2016-08-09T16:24:51.540777-07:00	0.1.0	3	151078966	passed	True	True	True	2016-08-04T10:19:57.804305-07:00
1710	2016-08-15T14:41:44.139001-04:00	La-Grande-Breteche_1710	GITenberg	2016-08-09T16:24:58.301982-07:00	0.1.0	3	151078981	passed	True	True	True	2016-08-04T10:20:02.467061-07:00
1711	2016-08-15T14:41:45.512943-04:00	Child-of-Storm_1711	GITenberg	2016-08-09T16:25:06.396162-07:00	0.1.0	3	151079003	passed	True	True	True	2016-08-04T10:20:08.776208-07:00
1712	2016-08-15T14:41:47.153801-04:00	The-Rescue--A-Romance-of-the-Shallows_1712	GITenberg	2016-08-09T16:25:12.723497-07:00	0.1.0	3	151079016	passed	True	True	True	2016-08-04T10:20:14.170765-07:00
1713	2016-08-15T14:41:48.635134-04:00	Lincoln--An-Account-of-his-Personal-Life-Especially-of-its-Springs-of-Action-as-Revealed-and-D__1713	GITenberg	2016-08-09T16:25:21.316406-07:00	0.1.0	3	151079034	passed	True	True	True	2016-08-04T10:20:16.734032-07:00
1714	2016-08-15T14:41:50.105481-04:00	Another-Study-of-Woman_1714	GITenberg	2016-08-09T16:25:35.662011-07:00	0.1.0	3	151079042	passed	True	True	True	2016-08-04T10:20:19.310237-07:00
1715	2016-08-15T14:41:51.580543-04:00	Eugenie-Grandet_1715	GITenberg	2016-08-09T16:25:43.964038-07:00	0.1.0	3	151079064	passed	True	True	True	2016-08-04T10:20:23.273751-07:00
1716	2016-08-15T14:41:53.378982-04:00	The-Copy-Cat-and-Other-Stories_1716	GITenberg	2016-08-09T16:25:50.360054-07:00	0.1.0	3	151079080	passed	True	True	True	2016-08-04T10:20:26.278588-07:00
1717	2016-08-15T14:41:54.980007-04:00	What-s-Wrong-with-the-World_1717	GITenberg	2016-08-09T16:25:57.428895-07:00	0.1.0	3	151079085	passed	True	True	True	2016-08-04T10:20:28.890405-07:00
1718	2016-08-15T14:41:56.413117-04:00	Manalive_1718	GITenberg	2016-08-09T16:26:05.614141-07:00	0.1.0	3	151079098	passed	True	True	True	2016-08-04T10:20:32.888912-07:00
1719	2016-08-15T14:41:57.756816-04:00	The-Ballad-of-the-White-Horse_1719	GITenberg	2016-08-09T16:26:12.414219-07:00	0.1.0	0	151079111	errored	True	True	True	2016-08-04T10:20:35.523227-07:00
1720	2016-08-15T14:41:59.151394-04:00	The-Man-Who-Knew-Too-Much_1720	GITenberg	2016-08-09T16:26:18.595444-07:00	0.1.0	0	151079119	errored	True	True	True	2016-08-04T10:20:38.612133-07:00
1721	2016-08-15T14:42:03.240300-04:00	The-Trees-of-Pride_1721	GITenberg	2016-08-09T16:26:27.459798-07:00	0.1.0	0	151079146	errored	True	True	True	2016-08-04T10:20:41.067924-07:00
1722	2016-08-15T14:42:05.978119-04:00	Martin-Luther-s-Large-Catechism-translated-by-Bente-and-Dau_1722	GITenberg	2016-08-09T16:26:34.179334-07:00	0.1.0	0	151079154	errored	True	True	True	2016-08-04T10:20:42.198997-07:00
1723	2016-08-15T14:42:07.433625-04:00	Cow-Country_1723	GITenberg	2016-08-09T16:26:47.261391-07:00	0.1.0	0	151079180	errored	True	True	True	2016-08-04T10:20:44.618727-07:00
1724	2016-08-15T14:42:08.732016-04:00	Finished_1724	GITenberg	2016-08-09T16:26:55.101539-07:00	0.1.0	0	151079212	errored	True	True	True	2016-08-04T10:20:48.861267-07:00
1725	2016-08-15T14:42:10.978299-04:00	Heart-of-the-West_1725	GITenberg	2016-08-09T16:27:01.815429-07:00	0.1.0	0	151079220	errored	True	True	True	2016-08-04T10:20:51.516248-07:00
1726	2016-08-15T14:42:12.378989-04:00	Theaetetus_1726	GITenberg	2016-08-09T16:27:10.693692-07:00	0.1.0	0	151079235	errored	True	True	True	2016-08-04T10:20:54.159065-07:00
1727	2016-08-15T14:42:13.734015-04:00	The-Odyssey--13-Rendered-into-English-prose-for-the-use-of-those-who-cannot-read-the-original_1727	GITenberg	2016-08-09T16:27:17.630440-07:00	0.1.0	0	151079245	errored	True	True	True	2016-08-04T10:20:57.306490-07:00
1728	2016-08-15T14:42:15.197605-04:00	The-Odyssey-of-Homer-Done-into-English-Prose_1728	GITenberg	2016-08-09T16:27:25.137043-07:00	0.1.0	0	151079266	errored	True	True	True	2016-08-04T10:20:58.587521-07:00
1729	2016-08-15T14:42:16.584576-04:00	The-Deserted-Woman_1729	GITenberg	2016-08-09T16:27:33.938915-07:00	0.1.0	0	151079290	errored	True	True	True	2016-08-04T10:21:01.621675-07:00
